"Id","Date","Address","Species","Block","Street","Trap","AddressNumberAndStreet","Latitude","Longitude","AddressAccuracy"
26,"2008-06-11","1500 West Webster Avenue, Chicago, IL 60614, USA","CULEX RESTUANS",15," W WEBSTER AVE","T045","1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8
27,"2008-06-11","1500 West Webster Avenue, Chicago, IL 60614, USA","CULEX PIPIENS",15," W WEBSTER AVE","T045","1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8
28,"2008-06-11","1500 West Webster Avenue, Chicago, IL 60614, USA","CULEX SALINARIUS",15," W WEBSTER AVE","T045","1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8
29,"2008-06-11","1500 West Webster Avenue, Chicago, IL 60614, USA","CULEX TERRITANS",15," W WEBSTER AVE","T045","1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8
30,"2008-06-11","1500 West Webster Avenue, Chicago, IL 60614, USA","CULEX TARSALIS",15," W WEBSTER AVE","T045","1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8
31,"2008-06-11","1500 West Webster Avenue, Chicago, IL 60614, USA","UNSPECIFIED CULEX",15," W WEBSTER AVE","T045","1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8
32,"2008-06-11","1500 West Webster Avenue, Chicago, IL 60614, USA","CULEX ERRATICUS",15," W WEBSTER AVE","T045","1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8
33,"2008-06-11","2500 West Grand Avenue, Chicago, IL 60654, USA","CULEX PIPIENS/RESTUANS",25," W GRAND AVE","T046","2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8
34,"2008-06-11","2500 West Grand Avenue, Chicago, IL 60654, USA","CULEX RESTUANS",25," W GRAND AVE","T046","2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8
35,"2008-06-11","2500 West Grand Avenue, Chicago, IL 60654, USA","CULEX PIPIENS",25," W GRAND AVE","T046","2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8
36,"2008-06-11","2500 West Grand Avenue, Chicago, IL 60654, USA","CULEX SALINARIUS",25," W GRAND AVE","T046","2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8
37,"2008-06-11","2500 West Grand Avenue, Chicago, IL 60654, USA","CULEX TERRITANS",25," W GRAND AVE","T046","2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8
38,"2008-06-11","2500 West Grand Avenue, Chicago, IL 60654, USA","CULEX TARSALIS",25," W GRAND AVE","T046","2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8
39,"2008-06-11","2500 West Grand Avenue, Chicago, IL 60654, USA","UNSPECIFIED CULEX",25," W GRAND AVE","T046","2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8
40,"2008-06-11","2500 West Grand Avenue, Chicago, IL 60654, USA","CULEX ERRATICUS",25," W GRAND AVE","T046","2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8
41,"2008-06-11","1100 Roosevelt Road, Chicago, IL 60608, USA","CULEX PIPIENS/RESTUANS",11," W ROOSEVELT","T048","1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8
42,"2008-06-11","1100 Roosevelt Road, Chicago, IL 60608, USA","CULEX RESTUANS",11," W ROOSEVELT","T048","1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8
43,"2008-06-11","1100 Roosevelt Road, Chicago, IL 60608, USA","CULEX PIPIENS",11," W ROOSEVELT","T048","1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8
44,"2008-06-11","1100 Roosevelt Road, Chicago, IL 60608, USA","CULEX SALINARIUS",11," W ROOSEVELT","T048","1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8
45,"2008-06-11","1100 Roosevelt Road, Chicago, IL 60608, USA","CULEX TERRITANS",11," W ROOSEVELT","T048","1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8
46,"2008-06-11","1100 Roosevelt Road, Chicago, IL 60608, USA","CULEX TARSALIS",11," W ROOSEVELT","T048","1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8
47,"2008-06-11","1100 Roosevelt Road, Chicago, IL 60608, USA","UNSPECIFIED CULEX",11," W ROOSEVELT","T048","1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8
48,"2008-06-11","1100 Roosevelt Road, Chicago, IL 60608, USA","CULEX ERRATICUS",11," W ROOSEVELT","T048","1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8
49,"2008-06-11","1100 West Chicago Avenue, Chicago, IL 60642, USA","CULEX PIPIENS/RESTUANS",11," W CHICAGO","T049","1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8
50,"2008-06-11","1100 West Chicago Avenue, Chicago, IL 60642, USA","CULEX RESTUANS",11," W CHICAGO","T049","1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8
51,"2008-06-11","1100 West Chicago Avenue, Chicago, IL 60642, USA","CULEX PIPIENS",11," W CHICAGO","T049","1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8
52,"2008-06-11","1100 West Chicago Avenue, Chicago, IL 60642, USA","CULEX SALINARIUS",11," W CHICAGO","T049","1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8
53,"2008-06-11","1100 West Chicago Avenue, Chicago, IL 60642, USA","CULEX TERRITANS",11," W CHICAGO","T049","1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8
54,"2008-06-11","1100 West Chicago Avenue, Chicago, IL 60642, USA","CULEX TARSALIS",11," W CHICAGO","T049","1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8
55,"2008-06-11","1100 West Chicago Avenue, Chicago, IL 60642, USA","UNSPECIFIED CULEX",11," W CHICAGO","T049","1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8
56,"2008-06-11","1100 West Chicago Avenue, Chicago, IL 60642, USA","CULEX ERRATICUS",11," W CHICAGO","T049","1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8
57,"2008-06-11","2100 North Stave Street, Chicago, IL 60647, USA","CULEX PIPIENS/RESTUANS",21," N STAVE ST","T050","2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8
58,"2008-06-11","2100 North Stave Street, Chicago, IL 60647, USA","CULEX RESTUANS",21," N STAVE ST","T050","2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8
59,"2008-06-11","2100 North Stave Street, Chicago, IL 60647, USA","CULEX PIPIENS",21," N STAVE ST","T050","2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8
60,"2008-06-11","2100 North Stave Street, Chicago, IL 60647, USA","CULEX SALINARIUS",21," N STAVE ST","T050","2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8
61,"2008-06-11","2100 North Stave Street, Chicago, IL 60647, USA","CULEX TERRITANS",21," N STAVE ST","T050","2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8
62,"2008-06-11","2100 North Stave Street, Chicago, IL 60647, USA","CULEX TARSALIS",21," N STAVE ST","T050","2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8
63,"2008-06-11","2100 North Stave Street, Chicago, IL 60647, USA","UNSPECIFIED CULEX",21," N STAVE ST","T050","2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8
64,"2008-06-11","2100 North Stave Street, Chicago, IL 60647, USA","CULEX ERRATICUS",21," N STAVE ST","T050","2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8
65,"2008-06-11","2200 North Cannon Drive, Chicago, IL 60614, USA","CULEX PIPIENS/RESTUANS",22," N CANNON DR","T054","2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8
66,"2008-06-11","2200 North Cannon Drive, Chicago, IL 60614, USA","CULEX RESTUANS",22," N CANNON DR","T054","2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8
67,"2008-06-11","2200 North Cannon Drive, Chicago, IL 60614, USA","CULEX PIPIENS",22," N CANNON DR","T054","2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8
68,"2008-06-11","2200 North Cannon Drive, Chicago, IL 60614, USA","CULEX SALINARIUS",22," N CANNON DR","T054","2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8
69,"2008-06-11","2200 North Cannon Drive, Chicago, IL 60614, USA","CULEX TERRITANS",22," N CANNON DR","T054","2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8
70,"2008-06-11","2200 North Cannon Drive, Chicago, IL 60614, USA","CULEX TARSALIS",22," N CANNON DR","T054","2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8
71,"2008-06-11","2200 North Cannon Drive, Chicago, IL 60614, USA","UNSPECIFIED CULEX",22," N CANNON DR","T054","2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8
72,"2008-06-11","2200 North Cannon Drive, Chicago, IL 60614, USA","CULEX ERRATICUS",22," N CANNON DR","T054","2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8
73,"2008-06-11","2200 West 113th Street, Chicago, IL 60643, USA","CULEX PIPIENS/RESTUANS",22," W 113TH ST","T086","2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8
74,"2008-06-11","2200 West 113th Street, Chicago, IL 60643, USA","CULEX RESTUANS",22," W 113TH ST","T086","2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8
75,"2008-06-11","2200 West 113th Street, Chicago, IL 60643, USA","CULEX PIPIENS",22," W 113TH ST","T086","2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8
76,"2008-06-11","2200 West 113th Street, Chicago, IL 60643, USA","CULEX SALINARIUS",22," W 113TH ST","T086","2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8
77,"2008-06-11","2200 West 113th Street, Chicago, IL 60643, USA","CULEX TERRITANS",22," W 113TH ST","T086","2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8
78,"2008-06-11","2200 West 113th Street, Chicago, IL 60643, USA","CULEX TARSALIS",22," W 113TH ST","T086","2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8
79,"2008-06-11","2200 West 113th Street, Chicago, IL 60643, USA","UNSPECIFIED CULEX",22," W 113TH ST","T086","2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8
80,"2008-06-11","2200 West 113th Street, Chicago, IL 60643, USA","CULEX ERRATICUS",22," W 113TH ST","T086","2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8
81,"2008-06-11","1100 South Peoria Street, Chicago, IL 60608, USA","CULEX PIPIENS/RESTUANS",11," S PEORIA ST","T091","1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8
82,"2008-06-11","1100 South Peoria Street, Chicago, IL 60608, USA","CULEX RESTUANS",11," S PEORIA ST","T091","1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8
83,"2008-06-11","1100 South Peoria Street, Chicago, IL 60608, USA","CULEX PIPIENS",11," S PEORIA ST","T091","1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8
84,"2008-06-11","1100 South Peoria Street, Chicago, IL 60608, USA","CULEX SALINARIUS",11," S PEORIA ST","T091","1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8
85,"2008-06-11","1100 South Peoria Street, Chicago, IL 60608, USA","CULEX TERRITANS",11," S PEORIA ST","T091","1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8
86,"2008-06-11","1100 South Peoria Street, Chicago, IL 60608, USA","CULEX TARSALIS",11," S PEORIA ST","T091","1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8
87,"2008-06-11","1100 South Peoria Street, Chicago, IL 60608, USA","UNSPECIFIED CULEX",11," S PEORIA ST","T091","1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8
88,"2008-06-11","1100 South Peoria Street, Chicago, IL 60608, USA","CULEX ERRATICUS",11," S PEORIA ST","T091","1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8
89,"2008-06-11","1700 West 95th Street, Chicago, IL 60643, USA","CULEX PIPIENS/RESTUANS",17," W 95TH ST","T094","1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9
90,"2008-06-11","1700 West 95th Street, Chicago, IL 60643, USA","CULEX RESTUANS",17," W 95TH ST","T094","1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9
91,"2008-06-11","1700 West 95th Street, Chicago, IL 60643, USA","CULEX PIPIENS",17," W 95TH ST","T094","1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9
92,"2008-06-11","1700 West 95th Street, Chicago, IL 60643, USA","CULEX SALINARIUS",17," W 95TH ST","T094","1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9
93,"2008-06-11","1700 West 95th Street, Chicago, IL 60643, USA","CULEX TERRITANS",17," W 95TH ST","T094","1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9
94,"2008-06-11","1700 West 95th Street, Chicago, IL 60643, USA","CULEX TARSALIS",17," W 95TH ST","T094","1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9
95,"2008-06-11","1700 West 95th Street, Chicago, IL 60643, USA","UNSPECIFIED CULEX",17," W 95TH ST","T094","1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9
96,"2008-06-11","1700 West 95th Street, Chicago, IL 60643, USA","CULEX ERRATICUS",17," W 95TH ST","T094","1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9
97,"2008-06-11","2200 West 89th Street, Chicago, IL 60643, USA","CULEX PIPIENS/RESTUANS",22," W 89TH ST","T096","2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8
98,"2008-06-11","2200 West 89th Street, Chicago, IL 60643, USA","CULEX RESTUANS",22," W 89TH ST","T096","2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8
99,"2008-06-11","2200 West 89th Street, Chicago, IL 60643, USA","CULEX PIPIENS",22," W 89TH ST","T096","2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8
100,"2008-06-11","2200 West 89th Street, Chicago, IL 60643, USA","CULEX SALINARIUS",22," W 89TH ST","T096","2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8
101,"2008-06-11","2200 West 89th Street, Chicago, IL 60643, USA","CULEX TERRITANS",22," W 89TH ST","T096","2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8
102,"2008-06-11","2200 West 89th Street, Chicago, IL 60643, USA","CULEX TARSALIS",22," W 89TH ST","T096","2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8
103,"2008-06-11","2200 West 89th Street, Chicago, IL 60643, USA","UNSPECIFIED CULEX",22," W 89TH ST","T096","2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8
104,"2008-06-11","2200 West 89th Street, Chicago, IL 60643, USA","CULEX ERRATICUS",22," W 89TH ST","T096","2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8
105,"2008-06-11","North Streeter Drive, Chicago, IL 60611, USA","CULEX PIPIENS/RESTUANS",53," N STREETER DR","T129","5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5
106,"2008-06-11","North Streeter Drive, Chicago, IL 60611, USA","CULEX RESTUANS",53," N STREETER DR","T129","5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5
107,"2008-06-11","North Streeter Drive, Chicago, IL 60611, USA","CULEX PIPIENS",53," N STREETER DR","T129","5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5
108,"2008-06-11","North Streeter Drive, Chicago, IL 60611, USA","CULEX SALINARIUS",53," N STREETER DR","T129","5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5
109,"2008-06-11","North Streeter Drive, Chicago, IL 60611, USA","CULEX TERRITANS",53," N STREETER DR","T129","5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5
110,"2008-06-11","North Streeter Drive, Chicago, IL 60611, USA","CULEX TARSALIS",53," N STREETER DR","T129","5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5
111,"2008-06-11","North Streeter Drive, Chicago, IL 60611, USA","UNSPECIFIED CULEX",53," N STREETER DR","T129","5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5
112,"2008-06-11","North Streeter Drive, Chicago, IL 60611, USA","CULEX ERRATICUS",53," N STREETER DR","T129","5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5
113,"2008-06-11","6500 North Oak Park Avenue, Chicago, IL 60631, USA","CULEX PIPIENS/RESTUANS",65," N OAK PARK AVE","T143","6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8
114,"2008-06-11","6500 North Oak Park Avenue, Chicago, IL 60631, USA","CULEX RESTUANS",65," N OAK PARK AVE","T143","6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8
115,"2008-06-11","6500 North Oak Park Avenue, Chicago, IL 60631, USA","CULEX PIPIENS",65," N OAK PARK AVE","T143","6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8
116,"2008-06-11","6500 North Oak Park Avenue, Chicago, IL 60631, USA","CULEX SALINARIUS",65," N OAK PARK AVE","T143","6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8
117,"2008-06-11","6500 North Oak Park Avenue, Chicago, IL 60631, USA","CULEX TERRITANS",65," N OAK PARK AVE","T143","6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8
118,"2008-06-11","6500 North Oak Park Avenue, Chicago, IL 60631, USA","CULEX TARSALIS",65," N OAK PARK AVE","T143","6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8
119,"2008-06-11","6500 North Oak Park Avenue, Chicago, IL 60631, USA","UNSPECIFIED CULEX",65," N OAK PARK AVE","T143","6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8
120,"2008-06-11","6500 North Oak Park Avenue, Chicago, IL 60631, USA","CULEX ERRATICUS",65," N OAK PARK AVE","T143","6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8
121,"2008-06-11","7500 North Oakley Avenue, Chicago, IL 60645, USA","CULEX PIPIENS/RESTUANS",75," N OAKLEY AVE","T148","7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8
122,"2008-06-11","7500 North Oakley Avenue, Chicago, IL 60645, USA","CULEX RESTUANS",75," N OAKLEY AVE","T148","7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8
123,"2008-06-11","7500 North Oakley Avenue, Chicago, IL 60645, USA","CULEX PIPIENS",75," N OAKLEY AVE","T148","7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8
124,"2008-06-11","7500 North Oakley Avenue, Chicago, IL 60645, USA","CULEX SALINARIUS",75," N OAKLEY AVE","T148","7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8
125,"2008-06-11","7500 North Oakley Avenue, Chicago, IL 60645, USA","CULEX TERRITANS",75," N OAKLEY AVE","T148","7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8
126,"2008-06-11","7500 North Oakley Avenue, Chicago, IL 60645, USA","CULEX TARSALIS",75," N OAKLEY AVE","T148","7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8
127,"2008-06-11","7500 North Oakley Avenue, Chicago, IL 60645, USA","UNSPECIFIED CULEX",75," N OAKLEY AVE","T148","7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8
128,"2008-06-11","7500 North Oakley Avenue, Chicago, IL 60645, USA","CULEX ERRATICUS",75," N OAKLEY AVE","T148","7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8
129,"2008-06-11","1500 North Long Avenue, Chicago, IL 60651, USA","CULEX PIPIENS/RESTUANS",15," N LONG AVE","T153","1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8
130,"2008-06-11","1500 North Long Avenue, Chicago, IL 60651, USA","CULEX RESTUANS",15," N LONG AVE","T153","1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8
131,"2008-06-11","1500 North Long Avenue, Chicago, IL 60651, USA","CULEX PIPIENS",15," N LONG AVE","T153","1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8
132,"2008-06-11","1500 North Long Avenue, Chicago, IL 60651, USA","CULEX SALINARIUS",15," N LONG AVE","T153","1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8
133,"2008-06-11","1500 North Long Avenue, Chicago, IL 60651, USA","CULEX TERRITANS",15," N LONG AVE","T153","1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8
134,"2008-06-11","1500 North Long Avenue, Chicago, IL 60651, USA","CULEX TARSALIS",15," N LONG AVE","T153","1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8
135,"2008-06-11","1500 North Long Avenue, Chicago, IL 60651, USA","UNSPECIFIED CULEX",15," N LONG AVE","T153","1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8
136,"2008-06-11","1500 North Long Avenue, Chicago, IL 60651, USA","CULEX ERRATICUS",15," N LONG AVE","T153","1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8
137,"2008-06-11","8900 South Carpenter Street, Chicago, IL 60620, USA","CULEX PIPIENS/RESTUANS",89," S CARPENTER ST","T159","8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8
138,"2008-06-11","8900 South Carpenter Street, Chicago, IL 60620, USA","CULEX RESTUANS",89," S CARPENTER ST","T159","8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8
139,"2008-06-11","8900 South Carpenter Street, Chicago, IL 60620, USA","CULEX PIPIENS",89," S CARPENTER ST","T159","8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8
140,"2008-06-11","8900 South Carpenter Street, Chicago, IL 60620, USA","CULEX SALINARIUS",89," S CARPENTER ST","T159","8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8
141,"2008-06-11","8900 South Carpenter Street, Chicago, IL 60620, USA","CULEX TERRITANS",89," S CARPENTER ST","T159","8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8
142,"2008-06-11","8900 South Carpenter Street, Chicago, IL 60620, USA","CULEX TARSALIS",89," S CARPENTER ST","T159","8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8
143,"2008-06-11","8900 South Carpenter Street, Chicago, IL 60620, USA","UNSPECIFIED CULEX",89," S CARPENTER ST","T159","8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8
144,"2008-06-11","8900 South Carpenter Street, Chicago, IL 60620, USA","CULEX ERRATICUS",89," S CARPENTER ST","T159","8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8
145,"2008-06-11","9100 West Higgins Avenue, Chicago, IL 60656, USA","CULEX PIPIENS/RESTUANS",91," W HIGGINS AVE","T009","9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8
